unit_id;winner_found;winner_name;inn;customer_name;customer_inn;purchase_number;purchase_name;is_service_file;data_anonymized;confidence;processing_time_ms;model_used;timestamp
UNIT_6b773fb1d200433a;False;;;"Загорский строительный участок Центрального филиала АО ""ТК РусГидро""";;32515404142;Оказание услуг для перевозки грузов самосвалами на объектах строительства ГАЭС-2;False;;;48022;GLM-4.7;
UNIT_6b9ef176640f41b6;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКОЕ ДОБРОВОЛЬНОЕ ПОЖАРНОЕ ОБЩЕСТВО""";0278064416;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 142 ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""";;32515384910;Выполнение работ на объекте: монтаж охранной сигнализации в здании поликлиники № 2 ФГБУЗ МСЧ № 142 ФМБА России;False;;1.0;29724;GLM-4.7;
UNIT_6bac36cdea104b1a;False;;;АКЦИОНЕРНОЕ ОБЩЕСТВО «ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ЕКАТЕРИНБУРГ»;;32515536102;Поставка материалов для системы передачи данных;False;;;17177;GLM-4.7;
UNIT_6bb2669eb9ea4140;False;;;АО «ДГК»;;32515280098;ОКПД2 25.30.12.111 Поставка деталей трубопроводов высокого давления для АО «ДГК» Хабаровский край. Приморский край, Амурская область, ЕАО, республика САХА (Якутия) (Лот №12016018-РЕМ ПРОД-2026-ДГК);False;;;30299;GLM-4.7;
UNIT_6bece2dc0ca34bcf;True;Индивидуальный предприниматель Аваги Напой;246900529198;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «УПРАВЛЯЮЩАЯ КОМПАНИЯ «ГОРОД»;2457070804;32515588104;Оказание транспортных услуг (легковой автомобиль);False;;1.0;33551;GLM-4.7;
UNIT_6c78ff6d86394839;True;ООО «НЕСТОР»;7825409608;АО «Озеленитель»;;32615599292;Поставка семян газонных трав для нужд АО «Озеленитель»;False;;1.0;33331;GLM-4.7;
UNIT_6c7bf394640146ed;False;;;;;;;False;;;86938;GLM-4.7;
UNIT_6ce693101fe24ff6;True;ИП Лысов Анатолий Евгеньевич;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""МЕГИНО-КАНГАЛАССКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";;32515500454;"на поставку расходных материалов для ОЛД для нужд ГАУ РС (Я) ""Мегино-Кангаласская ЦРБ""";False;;0.9;50133;GLM-4.7;
UNIT_6cef12e5f7ec4bab;False;;;Акционерное общество «Дальневосточная генерирующая компания»;;32515557387;"Запрос предложений в электронной форме на право заключения договора «ОКПД2 71.20.12.000 Оказание услуг по осмотру и ревизии опорно-подвесной системы, выполнение поверочного расчета паропроводной системы на прочность и самокомпенсацию для нужд подразделений АО ""ДГК», расположенных в Хабаровском крае, Приморском крае, Амурской области, республики Саха (Якутия)»";False;;;28291;GLM-4.7;
UNIT_6d0a4b51d8be4ebe;False;;;ПАО «Россети»;;32515565340;оказание услуг по адаптации и сопровождению справочных правовых систем Консультант Плюс ПАО «Россети»;False;;;167846;GLM-4.7;
UNIT_6d41e08407c34cf2;False;;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЦЕНТР ИНЖИНИРИНГА И УПРАВЛЕНИЯ СТРОИТЕЛЬСТВОМ ЕДИНОЙ ЭНЕРГЕТИЧЕСКОЙ СИСТЕМЫ""";;;Право заключения договора на поставку сертификата технической поддержки Documino. Архив для нужд АО «Россети ЦИУС ЕЭС»;True;;;19960;GLM-4.7;
UNIT_6d53c50ca1c5439e;False;;;;;32515578649;;False;;;67035;GLM-4.7;
UNIT_6d82d4780d3f4b38;True;Санкт-Петербургское государственное автономное учреждение «Центр государственной экспертизы»;;ООО «ПетербургГаз»;;32615628393;Оказание услуг по проведению государственной экспертизы проектной документации;False;;1.0;44469;GLM-4.7;
UNIT_6dd79da9aca34070;True;"Общество с ограниченной ответственностью ""МАРТФАРМ""";7708823950;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОТУРЬИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";;;Поставка лекарственных препаратов;False;;1.0;62216;GLM-4.7;
UNIT_6e0b3499d48f44c0;False;;;;;;;False;;;;GLM-4.7;
UNIT_6e273278fa3f4eba;False;;;Филиал Акционерного общества «Инфраструктурные Проекты» - «СпецЭнергоРемонт»;;32515500991;Поставка ОКПД2 13.20: Ткани для СпецЭнергоРемонта, лот № 1261-ЭКСП ПРОД-2026-ИП-СЭР;False;;;39879;GLM-4.7;
UNIT_6e5b194ae4a947ec;False;;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА № 3 Г.МИАСС""";;;Поставка лекарственных препаратов для медицинского применения (Аторвастатин);True;;;16326;GLM-4.7;
UNIT_6e8cc400c7264cb1;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬТАИС""";5473007266;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОТУРЬИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";;32615602512;Поставка расходного материала;False;;1.0;21004;GLM-4.7;
UNIT_6e99feb5f2e94d37;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИЯ - ТЮМЕНЬ""";7202211663;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮГОРСКАЯ РЕГИОНАЛЬНАЯ ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ""";;;Оказание услуг предрейсового, послерейсового медицинского осмотра водителей Кондинского филиала АО «ЮРЭСК» в пгт. Междуреченский, Кондинского района ХМАО-Югры.;False;;1.0;40000;GLM-4.7;
UNIT_6eb148f414bb4f25;True;Участник №1;;"ПАО ""ТГК-2""";;32515521626;"выполнение работ по ремонту оборудования водоподготовки Ярославской ТЭЦ-1 для нужд ПАО ""ТГК-2""";False;;0.7;50643;GLM-4.7;
UNIT_6f405095615848aa;True;ИП Марченко Е.Г.;;Федеральное государственное унитарное предприятие «Межбольничная аптека» Управления делами Президента Российской Федерации;;32515518355;проведение закупки у единственного поставщика (подрядчика, исполнителя) на поставку медицинских изделий;False;;0.9;18709;GLM-4.7;
UNIT_6f4b2418141f4e1d;True;"ООО ""ТД ""ВОСТОК-СЕРВИС""";;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САЛЕХАРДЭНЕРГО""";;;Поставка специальной обуви для нужд АО «Салехардэнерго» на первое полугодие 2026 года..;False;;0.9;33142;GLM-4.7;
UNIT_6f8832bb77f3443c;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УНИВЕРСАЛСТРОЙ""";;Публичное акционерное общество «Россети Сибирь»;;32515556762;Конкурс в электронной форме № 25-88-ХЭ на право заключения договора возмездного оказания услуг спецтехникой для выполнения строительно-монтажных работ на объектах технологического присоединения льготных потребителей филиала ПАО «Россети Сибирь» - «Хакасэнерго»;False;;0.9;56472;GLM-4.7;
UNIT_6fe28d419c0d45f8;True;Общество с ограниченной ответственностью ''Офис-Сервис'';;ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ''МУРМАНСКИЙ ОБЛАСТНОЙ ЦЕНТР СПЕЦИАЛИЗИРОВАННЫХ ВИДОВ МЕДИЦИНСКОЙ ПОМОЩИ'';;;Бумага офисная;False;;0.9;90844;GLM-4.7;
UNIT_70389c03df13437b;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РТ КЛЕВЕР""";7805754483;АО «ТЭК СПб»;;32515576355;Выполнение работ по текущему ремонту приборов и систем контроля загазованности, средств измерений и средств автоматизации, поверке (калибровке) средств измерения на объектах АО «ТЭК СПб»;False;;1.0;58213;GLM-4.7;
UNIT_703a7efda70149d9;True;"ООО ""СОДЕЙСТВИЕ""";;"ГАУ НСО ""РЦСП СК И СР""";;32615622700;Оказание услуг по проведению периодического медицинского осмотра;False;;1.0;25429;GLM-4.7;
UNIT_706cffbedc9a45fc;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕСА СЕРВИС""";;ФГБУ «ЦОК АПК»;;32515589999;поставка расходных материалов;False;;1.0;29685;GLM-4.7;
UNIT_70971531684747ba;False;;;АО «Озеленитель»;;32615598964;Оказание услуг по проведению предрейсовых и послерейсовых осмотров для нужд АО «Озеленитель»;False;;;22588;GLM-4.7;
UNIT_70b59bbc38c94e37;True;"ООО ""НАДЕЖДА-ФАРМ""";2722023674;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""МЕГИНО-КАНГАЛАССКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";;32514549413;"на поставку лекарственных препаратов для нужд ГАУ РС (Я) ""Мегино-Кангаласская ЦРБ""";False;;1.0;73548;GLM-4.7;
UNIT_713309da526a4544;True;ИП АМИНОВ РИНАТ ХАЛИУЛЛОВИЧ;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ""";;;Оказание услуг по предоставлению автотранспорта с водителем для осуществления перевозок пассажиров (сотрудников и студентов Заказчика);False;;0.9;53618;GLM-4.7;
UNIT_7138d7d1b44841da;False;;;АО «Сахаэнерго»;;;ОКПД2 27.32.14.120. Кабельно-проводниковая продукция (Самонесущие защищенные и изолированные провода) для объектов ТЭЦ Депутатский и с. Нижнеянск.;True;;;56310;GLM-4.7;
UNIT_71452190fde44d63;True;Участник №1;;ПАО «ТГК-2»;;32515434214;Запрос предложений в электронной форме на право заключения договора на страхование имущества, машин и оборудования от поломок для нужд ПАО «ТГК-2»;False;;0.7;53812;GLM-4.7;
UNIT_7149903574df44d5;False;;;;;32615604805;;False;;;87144;GLM-4.7;
UNIT_720300f8349141e9;False;;;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""УЛЬЯНОВСКИЙ АВИАЦИОННЫЙ КОЛЛЕДЖ - МЕЖРЕГИОНАЛЬНЫЙ ЦЕНТР КОМПЕТЕНЦИЙ""";;32615604914;Бензин автомобильный и дизельное топливо (розничная реализация);False;;;30794;GLM-4.7;
UNIT_721eafa52c3248e7;True;ООО «1-ая развлекательная служба»;7802332395;Государственное автономное учреждение культуры Чукотского автономного округа «Окружной Дом народного творчества»;;32514582548;Оказание услуг по организации и проведению пиротехнического представления, посвященного 80-й годовщине со дня Победы в Великой Отечественной Войне 1941-1945 годов;False;;1.0;37287;GLM-4.7;
UNIT_7254b9e06e97484b;True;Заявка №71402;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТРОПАВЛОВСК - КАМЧАТСКИЙ МОРСКОЙ ТОРГОВЫЙ ПОРТ""";4100045203;32615615016;Поставка Светодиодных прожекторов;False;;0.7;38099;GLM-4.7;
UNIT_729728150ee840ea;True;ООО «Аурум Кейтеринг»;7807283656;Государственное унитарное предприятие «Водоканал Санкт-Петербурга»;;32515572189;Оказание услуг по организации питания на представительских, протокольных и корпоративных мероприятиях ГУП «Водоканал Санкт-Петербурга»;False;;1.0;40420;GLM-4.7;
UNIT_72bbaa6d93054128;True;ООО «ЛИГА ГРУПП»;9102008830;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «МЕЖДУНАРОДНЫЙ АЭРОПОРТ «СИМФЕРОПОЛЬ»;;;Антифриз и смазочные материалы;False;;1.0;41244;GLM-4.7;
UNIT_72becc845f3b4bcd;False;;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЯКУТСКИЙ СПЕЦИАЛИЗИРОВАННЫЙ СТОМАТОЛОГИЧЕСКИЙ ЦЕНТР""";;32514550199;Поставка стоматологических материалов для пломбирования и лечения корневых каналов;False;;;57291;GLM-4.7;
UNIT_730be228b6f34d8c;True;Заявка №47073;;Общество с ограниченной ответственностью «Нижновтеплоэнерго»;;;Выполнение работ по капитальному ремонту трассы ГВС в тех. подполье ж/д № 7/3 по ул. Фруктовая (ЦТП-129) (инв. № 00000193).;False;;0.7;32370;GLM-4.7;
UNIT_7384f0fa41b745a8;True;Общество с ограниченной ответственностью охранное агентство «Охрана-Люкс» (ООО ОА «Охрана-Люкс»);6144011621;ООО «Дельта»;;;Оказание услуг по охране имущественного комплекса Заказчика (имущественный комплекс бывшей Центральной обогатительной фабрики «Шолоховская»), являющегося опасным производственным объектом;False;;1.0;37793;GLM-4.7;
UNIT_739c3983ca0e4cd5;True;ИП Тамбиев Къурман Хасанович;091703305703;Не указано в тексте документа;;32515484921;ОКПД2 43.99.90.160. Оказание услуг с применением автомобильного крана грузоподъемностью не менее 25 тонн для работ по реконструкции ГАЭС Каскада Кубанских ГЭС (0038-ТПИР ОБСЛ ДОХ-2026-ЧГЭС);False;;1.0;44683;GLM-4.7;
UNIT_73f448aff89d48bd;False;;;;;;;False;;;;GLM-4.7;
UNIT_73ffa942ae80441f;False;;;Не указано явно (вероятно ООО 'Башкирэнерго' из контекста закупки);;32515588979;Поставка зарядно-выпрямительного устройства для ПО БцЭС ООО 'Башкирэнерго' 26-002840;False;;;47440;GLM-4.7;
UNIT_74390cb32d284542;False;;;;;;;False;;;;GLM-4.7;
UNIT_744ad133becb48f6;True;"ООО ""ПУЛЬС КРАСНОДАР""";;ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ АДЫГЕЯ АПТЕЧНАЯ БАЗА;;32615606067;Поставка лекарственного препарата Осельтамивир;False;;1.0;45624;GLM-4.7;
UNIT_7485448a3da04da2;True;"ООО ""SITA-K""";;ГОСУДАРСТВЕННОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ «ЖИКОВСКОЕ»;;32515579679;;False;;1.0;40301;GLM-4.7;
UNIT_7498ab50bfbe4e5c;True;Общество с ограниченной ответственностью «Типография «Премьер»;3525243305;Государственное автономное учреждение Архангельской области «Издательский дом «Каргополье»;;32615630091;выполнение полиграфических работ по подготовке и выпуску в свет изданий Заказчика - газеты «Каргополье»;False;;1.0;44107;GLM-4.7;
UNIT_754f66d6f736416e;True;АО «Орелгортеплоэнерго»;5752049900;ГУП Орловской области «Орелфармация»;5752004272;32615627422;закупка услуг по теплоснабжению у единственного поставщика;False;;1.0;23387;GLM-4.7;
UNIT_75948697b4ad466c;True;"ООО ""СВ""";;"ГАУ СО ""Новоузенский дом-интернат для престарелых и инвалидов""";;32615629360;Техническое обслуживание систем пожарной сигнализации;False;;1.0;26652;GLM-4.7;
UNIT_75e4d71fa56a4ccf;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602697;Поставка лекарственных средств;False;;;34715;GLM-4.7;
UNIT_76158b61e838424b;False;;;;;32515592246;;False;;;183126;GLM-4.7;
UNIT_7651fac8251742d1;True;"ООО ""МЕДСИЛК""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СВЕРДЛОВСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН""";;32615628035;Поставка аппарата для местной дарсонвализации;False;;1.0;30106;GLM-4.7;
UNIT_765a82af5ec2443f;True;"ООО ""ДИОНИС""";;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОУФИМСКАЯ РАЙОННАЯ БОЛЬНИЦА""";;;Прочие продукты (Пряники);False;;0.9;52783;GLM-4.7;
UNIT_76638493a0dc420e;True;"ООО ""СВ""";;"ГАУ СО ""Новоузенский дом-интернат для престарелых и инвалидов""";;32615629360;Техническое обслуживание систем пожарной сигнализации;False;;1.0;24006;GLM-4.7;
UNIT_766cbad5d8d2475a;False;;;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНЫЙ ИНСТИТУТ ЖИЛИЩНОГО ХОЗЯЙСТВА ""МОСЖИЛНИИПРОЕКТ""";;32515578778;Выполнение комплекса работ по инженерным изысканиям, разработке проектной документации и строительно-монтажным работам по капитальному ремонту многофункционального центра предоставления государственных услуг района Останкинский города Москвы;False;;;70038;GLM-4.7;
UNIT_768f35fcf9ae4a58;False;;;;;32515559593;;False;;;59617;GLM-4.7;
UNIT_7691f138c6bc4d33;False;;;Муниципальное автономное общеобразовательное учреждение Лицей № 25 города Коврова (МАОУ Лицей №25 города Коврова);;32615630490;услуги по техническому обслуживанию и контролю работы оборудования бассейна;False;;;61038;GLM-4.7;
UNIT_76fe5819006942ed;False;;;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""УЛЬЯНОВСКИЙ АВИАЦИОННЫЙ КОЛЛЕДЖ - МЕЖРЕГИОНАЛЬНЫЙ ЦЕНТР КОМПЕТЕНЦИЙ""";;32615604914;Бензин автомобильный и дизельное топливо (розничная реализация);False;;;25969;GLM-4.7;
UNIT_773c41a684cf4711;False;;;МАУ «Выборгский ЦРС»;;;Поставка оборудования для эксплуатации и коммутации акустических систем;True;;;32335;GLM-4.7;
UNIT_775c9b0a9341471d;True;"ООО ""ОФИС-ОПТ24""";;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕДАКЦИЯ ГАЗЕТЫ ""ВПЕРЁД""";;32615629551;Поставка бумаги;False;;1.0;51388;GLM-4.7;
UNIT_777748409231460e;True;Акционерное общество «КАМЕНСК-УРАЛЬСКОЕ АВТОТРАНСПОРТНОЕ ПРЕДПРИЯТИЕ №14»;6665000227;"ООО ""УК  ""ТЕПЛОКОМПЛЕКС""";6612047373;;"Право заключения договора на оказание транспортных услуг для нужд ООО ""УК ""ТЕПЛОКОМПЛЕКС""";False;;1.0;79117;GLM-4.7;
UNIT_77c88bf743d04917;True;"ООО ""АКВА-СЕРВИС""";;МАОУ СОШ № 16 ИМЕНИ В.П. НЕЙМЫШЕВА;;32615620542;поставка воды бутилированной в 2026 году;False;;1.0;52150;GLM-4.7;
UNIT_7819ddb96c6b42ec;True;Участник №1;;муниципальное автономное дошкольное образовательное учреждение «Детский сад №7 города Белогорск»;;32615623005;Поставка товара, выполнение работ, оказание услуг;False;;0.7;32548;GLM-4.7;
UNIT_785f2f5c1b614808;True;"АО ""ФПГ ЭНЕРГОКОНТРАКТ""";;"филиал ПАО ""Россети"" - МЭС Урала";;32515516330;"право заключения договора на поставку средств индивидуальной защиты от общих производственных загрязнений, вредных биологических факторов, для защиты от механических воздействий для нужд филиала ПАО ""Россети"" - МЭС Урала в 2026 г.";False;;1.0;66400;GLM-4.7;
UNIT_78ee4dec215d492f;True;ООО «СК «Согласие»;7706196090;Федеральное государственное бюджетное учреждение «Дирекция по обеспечению деятельности Федерального агентства по управлению государственным имуществом» (ФГБУ «ДОД Росимущества»);;32615627743;оказание услуг по добровольному медицинскому страхованию;False;;1.0;45714;GLM-4.7;
UNIT_79504b43988a44af;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАМАК""";3257056628;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРЯНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА № 2""";;32615604504;Оказание услуг по шиномонтажу автотранспорта;False;;1.0;45124;GLM-4.7;
UNIT_795f46ebeeba408d;False;;;"ГУП ""Медицинская техника и фармация Татарстана""";;32615602267;Поставка лекарственных средств;False;;;54382;GLM-4.7;
UNIT_79d7505f5e4d45ce;True;ООО «РСО-ЭНЕРГО»;3661054875;Филиал ПАО «Россети Центр и Приволжье» - «Тулэнерго»;;32515413145;ПИР и СМР «Строительство ВЛИ-0,4 кВ с установкой выносных приборов учета в Ясногорском районе электрических сетей»;False;;1.0;75684;GLM-4.7;
UNIT_7a86c4e887e84f47;True;ИП МУРАШКО ДМИТРИЙ ВЛАДИМИРОВИЧ;;;;32615609370;поставка масла моторного;False;;1.0;57629;GLM-4.7;
UNIT_7ab480c48df741e9;True;ООО «Офисмаг»;;Федеральное государственное унитарное предприятие «Межбольничная аптека» Управления делами Президента Российской Федерации;;32515526770;Поставка самоходной тележки;False;;0.9;23422;GLM-4.7;
UNIT_7b8a9638f5784ffc;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕСА СЕРВИС""";;ФГБУ «ЦОК АПК»;;32515589999;поставка расходных материалов;False;;1.0;20156;GLM-4.7;
UNIT_7ba69efde8924670;True;Общество с ограниченной ответственностью «Современные технологии»;2452041648;ООО «ПРЭХ ГХК»;2452040122;32615626449;выполнение работ по текущему ремонту на объектах 420-421-421А, 358, 411 СХТК ФГУП «ГХК»;False;;1.0;56083;GLM-4.7;
UNIT_7be71927fbcd4e25;False;;;АО «Промсервис»;;32615606510;Поставка продовольственных товаров категории «Замороженная продукция» для нужд ОСП «Челябинское» АО «Промсервис»;False;;;52012;GLM-4.7;
UNIT_7bea4a73ecf64108;False;;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРТОРГ""";;;Полуфабрикаты мясные крупнокусковые  бескостные - говядина от лопаточной части категории А;True;;;50890;GLM-4.7;
UNIT_7c15b403c2a54cc4;True;Заявка № 224;;"Акционерное общество ""Мясопродукты""";;32615613823;Поставка мясного сырья;False;;0.7;82538;GLM-4.7;
UNIT_7c5d1ed36b234ce6;True;ООО «МедПартнер»;;Федеральное государственное унитарное предприятие «Межбольничная аптека» Управления делами Президента Российской Федерации;;32615624008;поставка медицинских изделий;False;;1.0;57419;GLM-4.7;
UNIT_7cd5c18300514303;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЗОПАСНОСТЬ +""";3907208888;"Акционерное общество ""Калининградская генерирующая компания""";;32514486690;Запрос котировок в электронной форме на право заключения договора на выполнение работ по дооснащению автоматической установки охранно-пожарной сигнализации в главном корпусе инв. №84515;False;;0.9;43198;GLM-4.7;
UNIT_7ce4300caaf44f06;True;ООО «ПРОМХИМКОМПЛЕКТ»;7743749681;Федеральное бюджетное учреждение здравоохранения «Центр гигиены и эпидемиологии в городе Москве»;7717149663;32515497628;Государственные стандартные образцы;False;;1.0;29854;GLM-4.7;
UNIT_7d2bdee1323d4391;True;"ООО ""ТЛС""";;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""КРАСНОЯРСКИЙ ГОРОДСКОЙ ПАРК""";;32515506740;Поставка электроинструментов;False;;0.9;28908;GLM-4.7;
UNIT_7d4786a1cfbe4710;True;ООО «Лабхимос-С»;7724468068;"Федеральное бюджетное учреждение здравоохранения ""Центр гигиены и эпидемиологии в городе Москве""";7717149663;32514534570;Химические реактивы;False;;1.0;33282;GLM-4.7;
UNIT_7d6d2ce4af894a62;False;;;АО «Дорожная служба»;;;;True;;;60244;GLM-4.7;
UNIT_7dd7cda451654e82;False;;;;;32515588547;;False;;;71339;GLM-4.7;
UNIT_7ddb8140ab424d5f;False;;;Не указано (служебный файл площадки);;;;False;;;25826;GLM-4.7;
UNIT_7dfa29f309a1427f;True;Участник с регистрационным номером 5202;;Акционерное общество «Челябинский электрометаллургический комбинат» (АО «ЧЭМК»);;32515484819;Поставка автоматизированных рабочих мест;False;;0.7;61630;GLM-4.7;
UNIT_7dfa555e42924883;True;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРВ АВТО""";9729282328;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСГАЗ""";;32514451882;Поставка запасных частей к транспортным средствам марки MAN, лот 1: Поставка запасных частей к транспортным средствам марки MAN;False;;1.0;43033;GLM-4.7;
UNIT_7e0efb2e3beb4b25;False;;;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТУЛЬСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ КОЖНО-ВЕНЕРОЛОГИЧЕСКИЙ ДИСПАНСЕР""";;;Поставка нефтепродуктов;False;;;17909;GLM-4.7;
UNIT_7e1d00cf18974015;True;МУП «Аптека №1 г. Орла»;;ГУП Орловской области «Орелфармация»;5752004272;32615627577;Закупка услуг по приемке от УФО, хранению и отпуску лекарственных препаратов для медицинского применения, медицинских изделий, специализированных продуктов лечебного питания;False;;1.0;61577;GLM-4.7;
UNIT_7e6201d534fe4c37;False;;;;;;;False;;;;GLM-4.7;
UNIT_7e7238a042904499;False;;;Филиал ПАО «Россети Центр» - «Ярэнерго»;;32515565428;Запрос цен по результатам конкурентного предварительного отбора на право заключения договора на выполнение работ «под ключ» по проектированию и строительству участка ВЛ 10кВ;False;;;44118;GLM-4.7;
UNIT_7e82f946f5ec47b6;True;Общество с ограниченной ответственностью «СПЕКТР»;;Федеральное государственное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа № 1699» Управления делами Президента Российской Федерации;;32514562675;на поставку товаров хозяйственно-бытового назначения;False;;0.9;60658;GLM-4.7;
UNIT_7eb165a9287d40e7;True;Участник №1;;муниципальное автономное дошкольное образовательное учреждение «Детский сад №7 города Белогорск»;;32615623008;Поставка товара, выполнение работ, оказание услуг;False;;0.7;20219;GLM-4.7;
